Bowler,Venue,wickets_taken,runs_conceded,balls_bowled,economy_rate
Simarjeet Singh,Brabourne Stadium,1,18,18,6.0
Simarjeet Singh,Dr DY Patil Sports Academy,2,27,24,6.75
Simarjeet Singh,Maharashtra Cricket Association Stadium,0,45,24,11.25
Simarjeet Singh,Wankhede Stadium,1,48,42,6.857142857142857
Sohail Tanvir,Dr DY Patil Sports Academy,1,53,43,7.395348837209302
Sohail Tanvir,Eden Gardens,3,26,24,6.5
Sohail Tanvir,M Chinnaswamy Stadium,0,31,24,7.75
Sohail Tanvir,MA Chidambaram Stadium,3,33,24,8.25
Sohail Tanvir,Sawai Mansingh Stadium,17,107,120,5.35
Sohail Tanvir,Wankhede Stadium,0,16,12,8.0
Sunny Gupta,MA Chidambaram Stadium,0,47,18,15.666666666666666
Suyash Sharma,Eden Gardens,5,200,144,8.333333333333334
Suyash Sharma,M Chinnaswamy Stadium,3,30,24,7.5
Suyash Sharma,MA Chidambaram Stadium,0,29,18,9.666666666666666
Suyash Sharma,Narendra Modi Stadium,1,35,24,8.75
Suyash Sharma,Wankhede Stadium,2,27,24,6.75
Swapnil Singh,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,11,6,11.0
Swapnil Singh,Eden Gardens,0,29,18,9.666666666666666
Swapnil Singh,Holkar Cricket Stadium,1,36,24,9.0
Swapnil Singh,Maharashtra Cricket Association Stadium,0,6,6,6.0
Swapnil Singh,Narendra Modi Stadium,0,7,6,7.0
Swapnil Singh,Punjab Cricket Association IS Bindra Stadium,0,19,12,9.5
T Henderson,Kingsmead,0,10,12,5.0
T Henderson,Newlands,1,30,24,7.5
T Natarajan,Arun Jaitley Stadium,1,34,24,8.5
T Natarajan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,23,18,7.666666666666667
T Natarajan,Brabourne Stadium,6,47,42,6.714285714285714
T Natarajan,Dr DY Patil Sports Academy,8,128,96,8.0
T Natarajan,Dubai International Cricket Stadium,12,269,191,8.450261780104713
T Natarajan,Eden Gardens,1,54,24,13.5
T Natarajan,Holkar Cricket Stadium,1,39,24,9.75
T Natarajan,M Chinnaswamy Stadium,0,15,6,15.0
T Natarajan,MA Chidambaram Stadium,2,69,48,8.625
T Natarajan,Maharashtra Cricket Association Stadium,5,128,72,10.666666666666666
T Natarajan,Narendra Modi Stadium,1,34,24,8.5
T Natarajan,Punjab Cricket Association IS Bindra Stadium,1,39,28,8.357142857142856
T Natarajan,Rajiv Gandhi International Stadium,10,229,156,8.807692307692308
T Natarajan,Saurashtra Cricket Association Stadium,0,22,18,7.333333333333333
T Natarajan,Sawai Mansingh Stadium,0,36,24,9.0
T Natarajan,Sharjah Cricket Stadium,1,78,72,6.5
T Natarajan,Sheikh Zayed Stadium,4,117,90,7.8
T Natarajan,Wankhede Stadium,1,103,48,12.875
T Shamsi,M Chinnaswamy Stadium,0,51,24,12.75
T Shamsi,Maharashtra Cricket Association Stadium,1,36,24,9.0
T Shamsi,Rajiv Gandhi International Stadium,1,39,24,9.75
T Shamsi,Saurashtra Cricket Association Stadium,1,21,24,5.25
T Shamsi,Zayed Cricket Stadium,0,34,24,8.5
T Stubbs,MA Chidambaram Stadium,1,14,12,7.0
T Thushara,Kingsmead,2,28,24,7.0
T Thushara,MA Chidambaram Stadium,3,46,39,7.076923076923077
T Thushara,Newlands,1,32,24,8.0
T Thushara,Sardar Patel Stadium,4,28,24,7.0
T Thushara,Vidarbha Cricket Association Stadium,0,27,24,6.75
TA Boult,Arun Jaitley Stadium,16,333,227,8.801762114537445
TA Boult,Barsapara Cricket Stadium,3,67,48,8.375
TA Boult,Brabourne Stadium,4,110,72,9.166666666666666
TA Boult,Dr DY Patil Sports Academy,3,87,66,7.909090909090909
TA Boult,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,3,88,66,8.0
TA Boult,Dubai International Cricket Stadium,11,112,108,6.222222222222222
TA Boult,Eden Gardens,8,181,138,7.869565217391305
TA Boult,Feroz Shah Kotla,1,39,24,9.75
TA Boult,Himachal Pradesh Cricket Association Stadium,1,35,24,8.75
TA Boult,M Chinnaswamy Stadium,6,107,72,8.916666666666666
TA Boult,M.Chinnaswamy Stadium,1,33,24,8.25
TA Boult,MA Chidambaram Stadium,9,215,158,8.164556962025317
TA Boult,Maharashtra Cricket Association Stadium,3,91,66,8.272727272727273
TA Boult,Narendra Modi Stadium,3,88,72,7.333333333333333
TA Boult,Punjab Cricket Association IS Bindra Stadium,1,34,23,8.869565217391305
TA Boult,Punjab Cricket Association Stadium,3,19,24,4.75
TA Boult,Rajiv Gandhi International Stadium,3,140,96,8.75
TA Boult,Saurashtra Cricket Association Stadium,1,40,24,10.0
TA Boult,Sawai Mansingh Stadium,2,70,60,7.0
TA Boult,Sharjah Cricket Stadium,7,94,96,5.875
TA Boult,Sheikh Zayed Stadium,9,269,188,8.585106382978724
TA Boult,Wankhede Stadium,10,370,239,9.288702928870292
TA Boult,Zayed Cricket Stadium,1,83,54,9.222222222222221
TG Southee,Arun Jaitley Stadium,0,41,24,10.25
TG Southee,Brabourne Stadium,0,31,24,7.75
TG Southee,Dr DY Patil Sports Academy,8,144,114,7.578947368421052
TG Southee,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,87,72,7.25
TG Southee,Dubai International Cricket Stadium,2,93,72,7.75
TG Southee,Eden Gardens,2,107,60,10.7
TG Southee,Feroz Shah Kotla,0,57,42,8.142857142857142
TG Southee,Holkar Cricket Stadium,0,19,12,9.5
TG Southee,M Chinnaswamy Stadium,1,50,36,8.333333333333334
TG Southee,M.Chinnaswamy Stadium,3,222,126,10.571428571428571
TG Southee,MA Chidambaram Stadium,2,62,48,7.75
TG Southee,Maharashtra Cricket Association Stadium,9,186,138,8.08695652173913
TG Southee,Nehru Stadium,0,38,18,12.666666666666666
TG Southee,Punjab Cricket Association IS Bindra Stadium,4,82,48,10.25
TG Southee,Punjab Cricket Association Stadium,1,33,24,8.25
TG Southee,Rajiv Gandhi International Stadium,8,54,48,6.75
TG Southee,Sardar Patel Stadium,1,79,42,11.285714285714286
TG Southee,Sawai Mansingh Stadium,1,37,24,9.25
TG Southee,Sharjah Cricket Stadium,3,29,24,7.25
TG Southee,Sheikh Zayed Stadium,0,16,18,5.333333333333333
TG Southee,Wankhede Stadium,7,243,168,8.678571428571429
TK Curran,Dubai International Cricket Stadium,4,66,46,8.608695652173912
TK Curran,Eden Gardens,2,60,31,11.61290322580645
TK Curran,MA Chidambaram Stadium,2,39,18,13.0
TK Curran,Sawai Mansingh Stadium,2,19,12,9.5
TK Curran,Sharjah Cricket Stadium,2,98,48,12.25
TK Curran,Sheikh Zayed Stadium,0,73,37,11.837837837837837
TK Curran,Wankhede Stadium,1,75,46,9.782608695652174
TL Suman,Buffalo Park,1,29,18,9.666666666666666
TL Suman,De Beers Diamond Oval,2,24,18,8.0
TL Suman,Dr DY Patil Sports Academy,0,16,6,16.0
TL Suman,MA Chidambaram Stadium,0,8,6,8.0
TL Suman,New Wanderers Stadium,1,23,24,5.75
TL Suman,Punjab Cricket Association Stadium,0,23,18,7.666666666666667
TL Suman,Subrata Roy Sahara Stadium,1,15,12,7.5
TL Suman,SuperSport Park,2,32,30,6.4
TL Suman,Wankhede Stadium,0,27,18,9.0
TM Dilshan,Eden Gardens,0,34,24,8.5
TM Dilshan,Feroz Shah Kotla,1,55,25,13.2
TM Dilshan,Kingsmead,0,8,12,4.0
TM Dilshan,M Chinnaswamy Stadium,1,64,36,10.666666666666666
TM Dilshan,MA Chidambaram Stadium,1,40,36,6.666666666666667
TM Dilshan,Nehru Stadium,1,30,24,7.5
TM Dilshan,New Wanderers Stadium,0,41,42,5.857142857142857
TM Dilshan,OUTsurance Oval,0,17,12,8.5
TM Dilshan,Punjab Cricket Association Stadium,1,7,6,7.0
TM Dilshan,Rajiv Gandhi International Stadium,0,28,18,9.333333333333334
TM Dilshan,SuperSport Park,0,32,30,6.4
TM Head,Feroz Shah Kotla,2,30,18,10.0
TM Head,M Chinnaswamy Stadium,0,22,12,11.0
TM Head,Rajiv Gandhi International Stadium,0,11,6,11.0
TM Head,Saurashtra Cricket Association Stadium,1,18,12,9.0
TP Sudhindra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,46,24,11.5
TP Sudhindra,Punjab Cricket Association Stadium,0,47,24,11.75
TP Sudhindra,Rajiv Gandhi International Stadium,0,43,22,11.727272727272728
TS Mills,Brabourne Stadium,1,80,36,13.333333333333334
TS Mills,Dr DY Patil Sports Academy,3,35,24,8.75
TS Mills,Eden Gardens,2,31,24,7.75
TS Mills,Holkar Cricket Stadium,1,22,12,11.0
TS Mills,M Chinnaswamy Stadium,0,36,23,9.391304347826086
TS Mills,M.Chinnaswamy Stadium,1,33,24,8.25
TS Mills,Maharashtra Cricket Association Stadium,2,75,42,10.714285714285714
TS Mills,Rajiv Gandhi International Stadium,1,31,24,7.75
TU Deshpande,Arun Jaitley Stadium,1,26,24,6.5
TU Deshpande,Brabourne Stadium,1,40,24,10.0
TU Deshpande,Dubai International Cricket Stadium,2,113,54,12.555555555555555
TU Deshpande,Eden Gardens,2,43,24,10.75
TU Deshpande,M Chinnaswamy Stadium,3,45,24,11.25
TU Deshpande,MA Chidambaram Stadium,13,270,177,9.152542372881356
TU Deshpande,Narendra Modi Stadium,1,107,44,14.590909090909092
TU Deshpande,Sawai Mansingh Stadium,2,42,24,10.5
TU Deshpande,Sharjah Cricket Stadium,1,39,24,9.75
TU Deshpande,Sheikh Zayed Stadium,0,40,24,10.0
TU Deshpande,Wankhede Stadium,2,54,36,9.0
Tejas Baroka,Rajiv Gandhi International Stadium,0,33,21,9.428571428571429
Tilak Varma,Arun Jaitley Stadium,0,7,6,7.0
Tilak Varma,Brabourne Stadium,0,7,6,7.0
Tilak Varma,Maharashtra Cricket Association Stadium,0,6,6,6.0
UT Yadav,Arun Jaitley Stadium,1,73,48,9.125
UT Yadav,Barabati Stadium,2,94,66,8.545454545454545
UT Yadav,Brabourne Stadium,3,159,96,9.9375
UT Yadav,Dr DY Patil Sports Academy,3,117,96,7.3125
UT Yadav,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,40,24,10.0
UT Yadav,Dubai International Cricket Stadium,1,85,42,12.142857142857142
UT Yadav,Eden Gardens,20,681,486,8.407407407407407
UT Yadav,Feroz Shah Kotla,38,799,558,8.591397849462366
UT Yadav,Himachal Pradesh Cricket Association Stadium,3,57,48,7.125
UT Yadav,Holkar Cricket Stadium,3,23,24,5.75
UT Yadav,M Chinnaswamy Stadium,10,260,165,9.454545454545455
UT Yadav,M.Chinnaswamy Stadium,15,383,259,8.872586872586874
UT Yadav,MA Chidambaram Stadium,4,137,114,7.2105263157894735
UT Yadav,Maharashtra Cricket Association Stadium,9,136,120,6.8
UT Yadav,Narendra Modi Stadium,0,24,18,8.0
UT Yadav,Nehru Stadium,0,28,18,9.333333333333334
UT Yadav,Punjab Cricket Association IS Bindra Stadium,4,112,84,8.0
UT Yadav,Rajiv Gandhi International Stadium,8,194,137,8.496350364963504
UT Yadav,Sardar Patel Stadium,0,31,18,10.333333333333334
UT Yadav,Sawai Mansingh Stadium,4,121,89,8.157303370786517
UT Yadav,Shaheed Veer Narayan Singh International Stadium,4,60,48,7.5
UT Yadav,Sharjah Cricket Stadium,1,40,24,10.0
UT Yadav,Sheikh Zayed Stadium,0,28,24,7.0
UT Yadav,Subrata Roy Sahara Stadium,2,129,72,10.75
UT Yadav,Wankhede Stadium,15,266,216,7.388888888888889
Umar Gul,Eden Gardens,7,83,63,7.904761904761905
Umar Gul,Punjab Cricket Association Stadium,2,27,24,6.75
Umar Gul,Rajiv Gandhi International Stadium,1,43,24,10.75
Umar Gul,Sawai Mansingh Stadium,4,31,24,7.75
Umran Malik,Arun Jaitley Stadium,0,22,6,22.0
Umran Malik,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,22,12,11.0
Umran Malik,Brabourne Stadium,3,92,72,7.666666666666667
Umran Malik,Dr DY Patil Sports Academy,6,135,84,9.642857142857142
Umran Malik,Dubai International Cricket Stadium,0,27,24,6.75
Umran Malik,Eden Gardens,1,36,12,18.0
Umran Malik,MA Chidambaram Stadium,1,18,18,6.0
Umran Malik,Maharashtra Cricket Association Stadium,5,120,72,10.0
Umran Malik,Rajiv Gandhi International Stadium,3,78,54,8.666666666666666
Umran Malik,Wankhede Stadium,9,139,85,9.811764705882354
Umran Malik,Zayed Cricket Stadium,2,69,48,8.625
V Kohli,Dr DY Patil Sports Academy,0,10,6,10.0
V Kohli,Eden Gardens,0,10,8,7.5
V Kohli,Feroz Shah Kotla,0,11,6,11.0
V Kohli,Himachal Pradesh Cricket Association Stadium,0,13,6,13.0
V Kohli,M Chinnaswamy Stadium,1,93,54,10.333333333333334
V Kohli,MA Chidambaram Stadium,0,65,36,10.833333333333334
V Kohli,Nehru Stadium,1,14,12,7.0
V Kohli,New Wanderers Stadium,0,12,12,6.0
V Kohli,Punjab Cricket Association Stadium,0,9,6,9.0
V Kohli,Rajiv Gandhi International Stadium,2,25,22,6.818181818181818
V Kohli,Sardar Patel Stadium,1,4,5,4.8
V Kohli,Sawai Mansingh Stadium,0,33,30,6.6
V Kohli,St George's Park,0,9,6,9.0
V Kohli,SuperSport Park,0,25,18,8.333333333333334
V Kohli,Vidarbha Cricket Association Stadium,0,16,12,8.0
V Kohli,Wankhede Stadium,0,19,12,9.5
V Pratap Singh,Barabati Stadium,2,66,48,8.25
V Pratap Singh,Feroz Shah Kotla,1,31,24,7.75
V Pratap Singh,M Chinnaswamy Stadium,1,34,18,11.333333333333334
V Pratap Singh,MA Chidambaram Stadium,2,35,18,11.666666666666666
V Pratap Singh,Rajiv Gandhi International Stadium,5,102,72,8.5
V Pratap Singh,Wankhede Stadium,1,28,24,7.0
V Sehwag,Dr DY Patil Sports Academy,1,2,6,2.0
V Sehwag,Eden Gardens,0,7,6,7.0
V Sehwag,Feroz Shah Kotla,1,105,52,12.115384615384617
V Sehwag,MA Chidambaram Stadium,3,60,42,8.571428571428571
V Sehwag,Sawai Mansingh Stadium,1,36,24,9.0
V Sehwag,SuperSport Park,0,25,6,25.0
V Shankar,Arun Jaitley Stadium,1,66,30,13.2
V Shankar,Dr DY Patil Sports Academy,0,1,3,2.0
V Shankar,Dubai International Cricket Stadium,3,62,55,6.763636363636364
V Shankar,Eden Gardens,0,12,6,12.0
V Shankar,JSCA International Stadium Complex,0,19,6,19.0
V Shankar,M.Chinnaswamy Stadium,0,16,6,16.0
V Shankar,MA Chidambaram Stadium,3,39,30,7.8
V Shankar,Maharashtra Cricket Association Stadium,2,36,18,12.0
V Shankar,Rajiv Gandhi International Stadium,2,54,42,7.714285714285714
VG Arora,Brabourne Stadium,2,86,60,8.6
VG Arora,Dr DY Patil Sports Academy,0,35,23,9.130434782608695
VG Arora,Eden Gardens,2,62,42,8.857142857142858
VG Arora,M Chinnaswamy Stadium,0,22,12,11.0
VG Arora,MA Chidambaram Stadium,1,30,24,7.5
VG Arora,Maharashtra Cricket Association Stadium,2,43,24,10.75
VG Arora,Rajiv Gandhi International Stadium,2,32,18,10.666666666666666
VR Aaron,Arun Jaitley Stadium,0,21,12,10.5
VR Aaron,Dubai International Cricket Stadium,4,81,59,8.23728813559322
VR Aaron,Eden Gardens,5,81,60,8.1
VR Aaron,Feroz Shah Kotla,9,182,142,7.690140845070422
VR Aaron,Himachal Pradesh Cricket Association Stadium,0,51,48,6.375
VR Aaron,Holkar Cricket Stadium,2,21,24,5.25
VR Aaron,JSCA International Stadium Complex,2,29,18,9.666666666666666
VR Aaron,M Chinnaswamy Stadium,5,390,227,10.308370044052863
VR Aaron,MA Chidambaram Stadium,3,111,68,9.794117647058822
VR Aaron,Maharashtra Cricket Association Stadium,0,7,6,7.0
VR Aaron,Punjab Cricket Association IS Bindra Stadium,2,71,54,7.888888888888889
VR Aaron,Rajiv Gandhi International Stadium,4,93,66,8.454545454545455
VR Aaron,Sawai Mansingh Stadium,2,52,30,10.4
VR Aaron,Sharjah Cricket Stadium,4,50,54,5.555555555555555
VR Aaron,Sheikh Zayed Stadium,0,47,24,11.75
VR Aaron,Subrata Roy Sahara Stadium,1,48,24,12.0
VR Aaron,Wankhede Stadium,3,123,72,10.25
VR Iyer,Brabourne Stadium,0,14,6,14.0
VR Iyer,Dr DY Patil Sports Academy,0,18,12,9.0
VR Iyer,Dubai International Cricket Stadium,1,35,21,10.0
VR Iyer,Sharjah Cricket Stadium,2,29,24,7.25
VR Iyer,Wankhede Stadium,0,14,6,14.0
VR Iyer,Zayed Cricket Stadium,0,5,6,5.0
VRV Singh,Eden Gardens,2,28,24,7.0
VRV Singh,Feroz Shah Kotla,0,33,12,16.5
VRV Singh,Himachal Pradesh Cricket Association Stadium,0,40,18,13.333333333333334
VRV Singh,Kingsmead,1,22,12,11.0
VRV Singh,M Chinnaswamy Stadium,2,33,24,8.25
VRV Singh,MA Chidambaram Stadium,1,35,24,8.75
VRV Singh,Newlands,0,24,30,4.8
VRV Singh,Punjab Cricket Association Stadium,7,187,144,7.791666666666667
VRV Singh,Rajiv Gandhi International Stadium,0,34,24,8.5
VRV Singh,SuperSport Park,0,36,12,18.0
VRV Singh,Wankhede Stadium,3,70,36,11.666666666666666
VS Malik,Brabourne Stadium,0,21,12,10.5
VS Malik,Eden Gardens,0,26,24,6.5
VS Malik,Feroz Shah Kotla,2,14,18,4.666666666666667
VS Malik,Himachal Pradesh Cricket Association Stadium,1,23,13,10.615384615384617
VS Malik,Kingsmead,2,64,42,9.142857142857142
VS Malik,Newlands,0,11,6,11.0
VS Malik,Punjab Cricket Association Stadium,1,47,36,7.833333333333333
VS Malik,Rajiv Gandhi International Stadium,0,13,12,6.5
VS Malik,Sawai Mansingh Stadium,0,19,18,6.333333333333333
VS Malik,St George's Park,0,23,24,5.75
VS Yeligati,MA Chidambaram Stadium,0,16,6,16.0
VS Yeligati,Wankhede Stadium,0,43,24,10.75
VY Mahesh,Dr DY Patil Sports Academy,3,33,24,8.25
VY Mahesh,Eden Gardens,2,34,24,8.5
VY Mahesh,Feroz Shah Kotla,7,104,72,8.666666666666666
VY Mahesh,Himachal Pradesh Cricket Association Stadium,0,27,12,13.5
VY Mahesh,M Chinnaswamy Stadium,0,25,24,6.25
VY Mahesh,MA Chidambaram Stadium,1,42,30,8.4
VY Mahesh,Newlands,1,25,12,12.5
VY Mahesh,Punjab Cricket Association Stadium,2,46,42,6.571428571428571
VY Mahesh,Rajiv Gandhi International Stadium,1,35,24,8.75
VY Mahesh,Sawai Mansingh Stadium,2,56,37,9.08108108108108
VY Mahesh,Subrata Roy Sahara Stadium,1,22,14,9.428571428571429
VY Mahesh,Wankhede Stadium,2,50,24,12.5
Vijaykumar Vyshak,M Chinnaswamy Stadium,7,187,108,10.38888888888889
Vijaykumar Vyshak,Punjab Cricket Association IS Bindra Stadium,2,29,18,9.666666666666666
Vijaykumar Vyshak,Wankhede Stadium,2,37,18,12.333333333333334
Vivrant Sharma,Sawai Mansingh Stadium,0,18,12,9.0
Vivrant Sharma,Wankhede Stadium,0,19,6,19.0
WA Mota,De Beers Diamond Oval,1,26,24,6.5
WA Mota,Kingsmead,1,11,18,3.6666666666666665
WA Mota,New Wanderers Stadium,0,18,6,18.0
WA Mota,OUTsurance Oval,1,6,6,6.0
WA Mota,Punjab Cricket Association Stadium,1,24,12,12.0
WA Mota,Sawai Mansingh Stadium,0,12,6,12.0
WD Parnell,Barabati Stadium,1,25,24,6.25
WD Parnell,Dr DY Patil Sports Academy,7,135,104,7.788461538461539
WD Parnell,Dubai International Cricket Stadium,0,38,24,9.5
WD Parnell,Eden Gardens,0,37,24,9.25
WD Parnell,Feroz Shah Kotla,4,123,94,7.851063829787234
WD Parnell,JSCA International Stadium Complex,3,34,24,8.5
WD Parnell,M Chinnaswamy Stadium,5,159,91,10.483516483516484
WD Parnell,Punjab Cricket Association IS Bindra Stadium,1,32,18,10.666666666666666
WD Parnell,Punjab Cricket Association Stadium,2,12,24,3.0
WD Parnell,Rajiv Gandhi International Stadium,1,73,48,9.125
WD Parnell,Sawai Mansingh Stadium,6,37,41,5.414634146341464
WD Parnell,Sharjah Cricket Stadium,1,36,42,5.142857142857143
WD Parnell,Subrata Roy Sahara Stadium,6,124,102,7.294117647058823
WD Parnell,Wankhede Stadium,3,72,63,6.857142857142857
WPUJC Vaas,Barabati Stadium,5,48,48,6.0
WPUJC Vaas,De Beers Diamond Oval,2,19,24,4.75
WPUJC Vaas,Dr DY Patil Sports Academy,2,22,18,7.333333333333333
WPUJC Vaas,Eden Gardens,2,9,18,3.0
WPUJC Vaas,Feroz Shah Kotla,1,19,24,4.75
WPUJC Vaas,Kingsmead,3,52,24,13.0
WPUJC Vaas,MA Chidambaram Stadium,3,21,24,5.25
WPUJC Vaas,Rajiv Gandhi International Stadium,4,136,84,9.714285714285714
WPUJC Vaas,Sardar Patel Stadium,0,29,18,9.666666666666666
Washington Sundar,Arun Jaitley Stadium,1,29,24,7.25
Washington Sundar,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,11,6,11.0
Washington Sundar,Dr DY Patil Sports Academy,4,63,66,5.7272727272727275
Washington Sundar,Dubai International Cricket Stadium,2,108,102,6.352941176470588
Washington Sundar,Eden Gardens,3,86,48,10.75
Washington Sundar,Feroz Shah Kotla,1,23,18,7.666666666666667
Washington Sundar,M.Chinnaswamy Stadium,6,157,114,8.263157894736842
Washington Sundar,MA Chidambaram Stadium,2,70,58,7.241379310344828
